artist,song_id,title,url,lyrics,year
Kiko El Crazy,9016348,Pa Que Baile,https://genius.com/Kiko-el-crazy-pa-que-baile-lyrics,"3 ContributorsPa Que Baile Lyrics

Oh (Qué pámpara)
DJ Kiko (Ki, ki, ki, ki, ki, ki)
Ilumínalo

Esta te la hice pa' que baile' (Que baile', que baile', que baile', que baile', que baile', que baile')
Pa' que te suba la nota (Nota, nota, nota, nota, nota, nota)
Esta te la hice pa' que baile' (Que baile', que baile', que baile', que baile', que baile', que baile')
Pa' que te suba la nota

Y yo no entiendo lo que él dice (No)
Pero si bebiste molly, ¿como qué tú va a bailá? (Sí)
Si te quiere' desconectar, pues cáeme atrá'
Prende, vamo' a detoná'
Y yo no entiendo lo que él dice (No)
Pero si bebiste molly, ¿como qué tú va a bailá? (Sí)
Si te quiere' desconectar, pues cáeme atrá'
Prende, vamo' a detoná'

Esta te la hice pa' que baile' (Que baile', que baile', que baile', que baile', que baile', que baile')
Pa' que te suba la nota (Nota, nota, nota, nota, nota, nota)
Esta te la hice pa' que baile' (Que baile', que baile', que baile', que baile', que baile', que baile')
Pa' que te suba la nota
You might also like
Así que dale con lo' pie' como le daba Chimbala
El teteo se inventó en República Dominicana
Lo baila la' seria', lo mueve la' mala'
Y lo' tíguere' con la glock pa' arriba, tirando bala'
Prenden el kitipo y de una ve' destapó una fría
Lo exploto de noche lo que me busco en el día
Aquí to el mundo e' millonario por si tú no lo sabía'
Esto e' RD, aquí se bebe to' lo' día' y

Esta te la hice pa' que baile' (Que baile', que baile', que baile', que baile', que baile', que baile')
Pa' que te suba la nota (Nota, nota, nota, nota, nota, nota)
Esta te la hice pa' que baile' (Que baile', que baile', que baile', que baile', que baile', que baile')
Pa' que te suba la nota

DJ Kiko (Ki, ki, ki, ki, ki, ki)
Ilumínalo
Kiko el Crazy
Hay bobo' suelto' con lo' tocayo', jejejejeje
Esto e' pa' que tú lo baile' y haga' tu diligencia como decía el monoEmbed",2023
Asake,9153519,Amapiano,https://genius.com/Asake-amapiano-lyrics,"17 ContributorsAmapiano Lyrics
Dem know, dem know, dem know, dem know
Ololade mi Aşakę
Tune in to the King of Sounds and Blues
Dem know, dem know

Amapiano, eh
Diano, eh
It's a big vibe, but the girls dem know (Shu)
Steadily, steadily
Heavily, we are getting lit
Amapiano, eh
Diano, eh
It's a big vibe, but the girls dem know
Steadily, steadily
Heavily, we are getting lit

They see me coming
Dem dey shout “hallelujah”
Everyday it be dey like a new year
Overseas dem wan chop me like suya
Ọmọ I no fit dull for this dun yah, eh, eh
Daya so greasy oh, greasy oh
E dey dance like Chris Breezy oh, easy oh
Ọmọ my wrist e dey cold, e dey freezy oh
Dem no dey call me Mr. Money for no reason oh
As it dey go, eh
Amapiano, eh
We go show, eh
We go let them know, eh
Na we dey run the town and any show
Bigger than any woe
Stronger than any foe, eh, eh
Badman flows, eh
Put them on their toes, eh
On the low, eh
The gals dem know, eh
My gbedu shut down Southy, Jamo
Colorado
Pass me the fat jombo
You might also like
Amapiano, eh
Diano, eh
It's a big vibe, but the girls dem know (Shu)
Steadily, steadily
Heavily, we are getting lit
Amapiano, eh
Diano, eh
It's a big vibe, but the girls dem know
Steadily, steadily
Heavily, we are getting lit

Yeah
Oju kọ, eh
Ọkan ni giran, eh
Bad bitches
Wọn ti wọle, ṣ'ę ri wọn?, eh, eh
Turn me up, eh
Oya carry on, eh
Shake your caravan for the Don Corleone, eh, eh
What the fuck, eh
Get down on the floor, eh
I can never fall, R.I.P to 44, eh, eh
I'm trading all of my sorrow now for my peace, eh
I'm glad I made it out the belly of the beast, eh, eh
From the ground up, eh
Nigga stand up, eh
See the fan-dom
We no dey do ran-dom
But when they shutting down, eh
And then they never done
I'm telling y'all, you better get the memorandum
One thing I know
I'm happy I know , Amapiano
All of my P I know, eh, eh
No mercy I know, eh
Italiano
Lucky Luciano
Killing beat is all I know
Hehehehe
Amapiano, eh
Diano, eh
It's a big vibe, but the girls dem know (Shu)
Steadily, steadily
Heavily, we are getting lit
Amapiano, eh
Diano, eh
It's a big vibe, but the girls dem know
Steadily, steadily
Heavily, we are getting lit

As it dey go, eh
Amapiano, eh
We go show, eh
We go let them know, eh
Na we dey run the town and any show
Bigger than any woe
Stronger than any foe
Badman flows, eh
Put them on their toes, eh
On the low, eh
The gals dem know, eh
My gbedu shut down Southy, Jamo
Colorado
Pass me the fat jomboEmbed",2023
City Girls,9449164,Face Down,https://genius.com/City-girls-face-down-lyrics,"9 ContributorsFace Down Lyrics
Uh, Miami (Ah yeah)
Yeah (Ah yeah)

What good is that nigga bag if he don't spend it?
Bad bitches love shoppin' sprees last minute
Bags packed, flights booked, bitch, we ain't trippin'
Buy the grub, bring some more ones, don't let him start tippin', no

Face down, ass up, slut me out (Slut me out)
I don't even let a broke nigga eat me out (Eat me out)
He know this pussy stay wet in the middle of droughts
I make him face me, nasty, squirt in his mouth (Damn)
I need that car paid for and a new house
Said ""Do I look basic? Wife me now""
I heard cash rules, let me show you how
Bettеr spend that shit, baby, ice me out (Pеriod)
Hand clap, left right, both cheeks
Housekeeper and I can still fuckin' up the sheets (Ah)
To the valet, y'all niggas so cheap
If you lookin' for a wee bitch, you know it ain't me (Period)
Pussy ain't free, you better spend that shit (Spend that shit)
Since my momma gave birth, man, I been that bitch (Been that bitch)
Got it fresh off the runway, I'm in that shit
He said he love me, he show me, he meant that shit (Ah, ah)
You might also like
Lay it down, lay it muhfuckin' down
Ayy, JT, yeah

Shoutout my bitches gettin' bags out of niggas (Yeah)
I just think I leveled up, hoes say I'm weirder (What?)
I'm in that big bulletproof with a hit in (Ah)
If he ain't blowin' a bag, bitch, pick a better nigga
I'm in that new coupe, matte, go vroom-vroom
Bitches that be hatin' on me really ain't got no room (None)
I mean literally, no house bitch, no room (Ew)
I'm a city girl, so he gotta be a tycoon
Face down, ass up, that-that's the way I like to fuck (Wow)
You want a bitch from the city, huh? Pussy pretty, huh?
Got a nigga out of mo'fuckin' Philly, huh?

What good is that nigga bag if he don't spend it?
Bad bitches love shoppin' sprees last minute
Bags packed, flights booked, bitch, we ain't trippin'
Buy the grub, bring some more ones, don't let him start tippin', no
What good is that nigga bag if he don't spend it?
Bad bitches love shoppin' sprees last minute
Bags packed, flights booked, bitch, we ain't trippin'
Buy the grub, bring some more ones, don't let him start tippin', ayy1Embed",2023
ROSALÍA & Rauw Alejandro,8916305,VAMPIROS,https://genius.com/Rosalia-and-rauw-alejandro-vampiros-lyrics,"24 ContributorsTranslationsEnglishDeutschVAMPIROS Lyrics

Mi pistola
No tiene seguro, se dispara sola
Es de Barcelona, pero está en Carola
Ella no es seguidora, ella es la ola

Mi pistola
No tiene seguro, se dispara sola
Es de Barcelona, pero está en Carola
Ella no es seguidora, ella es la ola

Nosotros tenemo' la calle prendía'
Salimo' de noche, llegamo' de día
Mi nena cerca de mí, mi nene cerca de mí
En verda' nunca importó lo quе nadie decía

Tú sabe' quе esta noche nos fuimo' algarete, eh
Tú ere' el más que le mete
Tú sabe' que esta noche nos fuimo' algarete, ey
Tú ere' la más que le mete
¿Dónde la noche 'tá pesá'?
Baby, sígueme, vámonos pa'llá
¿Dónde es que la noche 'tá pesá'?
A mi gata le gustó y ahora está juqueá'
You might also like
Baja la ventana pa' que el humo salga
Lo' espíritu' malos se espantan
To' los fin 'e semana la luna me escolta
De la oscuridad, de la maldad (Oh)

Nosotros tenemo' la calle prendía'
Salimo' de noche, llegamo' de día
Mi nena cerca de mí, mi nene cerca de mí
En verda' nunca importó lo que nadie decía

La que pica, spicy, wasabi
Yo soy natural, wabi-sabi
Ella es como Don, yo soy Daddy
Este junte paga to'a la Ferrari
Como tú y yo no hay iguale'
Colmillo' afilao' de metale'
Vampiros sonando ahora pa' siempre, somo' inmortale'

Y tú sabe' que esta noche nos fuimo' algarete
Tú ere' el más que le mete
Tú sabe' que esta noche nos fuimo' algarete (¡Ah!)
Tú ere' la más que le mete
¿Dónde la noche 'tá pesá'?
Ey, yo con mi gato voy pa'llá (Ey)
¿Donde la noche 'tá pesá'?
Guayando con mi gato ya estoy enviciá'
Ah-ah, ah-ah-ah-ah
Ah-ah, ah-ah-ah-ah
Ah-ah, ah-ah-ah-ah
Ah-ah-ah, ah-ah

La vida no vuelve
Se dice que hay que romper
Que el tiempo no hay que perder
No soy el primer hombre
Que intenta y no lo cumple
Si el ego no lo usas
Harás que Dios se luzca
Si del amor abusas
Y es que el mismo te asusta2Embed",2023
"Skrillex, Fred again.. & Flowdan",8179333,Rumble,https://genius.com/Skrillex-fred-again-and-flowdan-rumble-lyrics,"42 ContributorsTranslationsEspañolPortuguêsRumble Lyrics
Hear the rumble
Hear the rumble, yeah, yeah
Hear the

Run for dem life when I step into the jungle
Said they wanna group up, they better move up
Never gonna win a Royal Rumble
And when I come through, you know what I love do
I send shots for your team and leader
I make a witness decide to vacate
The war's gettin' sweet just like a Ribena

Yo, listen, you hear that?
Killеrs in the jungle
Killers in thе jungle
Killers in the jungle
Yo, listen, you hear that?
Killers in the jungle
Killers in the jungle
Killers in the jungle

Hear the rumble
Hear the rumble, yeah, yeah
You might also like
DJ, pull up the tune, bun up the room, straight to the
DJ, pull up the tune, bun up the room, straight to the
DJ, pull up the tune, bun up the room, straight to the
DJ, pull up the tune, bun up the room, straight to the

Yo, you hear that? Over, smell the aroma
Dem gone, dead a really long time, me nuh ramp
Me nuh skin, couldn't wake from a coma
Listen, you hear that? Shots gettin' fired in a warzone
Rifle a spin like gorillas in the mist
Nothin' ain't criss when you end up in a jungle

Yo, listen, you hear that?
Killers in the jungle
Killers in the jungle
Killers in the jungle
Yo, listen, you hear that?
Killers in the jungle
Killers in the jungle
Killers in the jungle

Jungle, the jungle, the jungle, the jungle
The jungle, the jungle (Pull up the tune, bun up the)
Jungle, jungle, jungle, jungle, jungle, jungle
Hear-hear-hear-hear-hear the rumble, yeah, yeah (Yo)
Hear the rumble, yeah, yeah

DJ, pull up the tune, bun up the room, straight to the
DJ, pull up the tune, bun up the room, straight to the
DJ, pull up the tune, bun up the room, straight to the
DJ, pull up the tune, bun up the room, straight to the moon again6Embed",2023
Flo Milli,9364923,Fruit Loop,https://genius.com/Flo-milli-fruit-loop-lyrics,"7 ContributorsFruit Loop Lyrics
T-T-That's Fyre

B-B-Bubble gum, chew, chew, eat me like Fruit Loops
Everything I do make the boys go cuckoo
Yeah, and I'm harder than a bitch
Uh, I'm on every nigga list

I like shittin' on bitches like this
All my life, I had lame hoes pissed
Bad ass bitch, if I leave, he gon' miss it
You like chasin' dick, see with me, it's a difference
Stalkin' my page, so I came to fruition
Poof! He left you, guess I'm a magician
I can't let him go if I like how he please me
Bae hit the spot, makе me sing like the BeeGees
Uh, makе me sing like the BeeGees
Tryna talk big but he got a lil' pee pee
Bitch, keep hatin', but she keep me on repeat
Make a ho leak, uh, uh, call me Nene
Wet, wet, got the good water, bitch, Fiji
Melatonin in the coochie, make a nigga sleepy
I been livin' good, palm trees, bitch, Keke
Uh, I'm gettin' green like Luigi
You might also like
B-B-Bubble gum, chew, chew, eat me like Fruit Loops
Everything I do make the boys go cuckoo
Yeah, and I'm harder than a bitch
Uh, I'm on every nigga list

I'm the shit, I'm the shit, I'm the shit
I'm the shit, I'm the shit, I'm the shit, I'm the shit, uh
I'm the shit, I'm the shit, I'm the shit
I'm the shit, I'm the shit, I'm the shit, I'm the shit, uh
I'm the shit, I'm the shit, I'm the shit
I'm the shit, I'm the shit, I'm the shit, I'm the shit, uh
I'm the shit, I'm the shit, I'm the shit
I'm the shit, I'm the shit, I'm the shit, I'm the shit, uh

Yeah, bitch, you must've lost your mind
Told the ho, ""Get in the field"", but she won't come outside
Yeah, you bitches really weak and you just talk online
I saw the shit the other day, I had to laugh, I cried
Old dirty ass, pussy ass, bum ass ho
Oh, you mad 'cause I made your nigga cum ass ho
I think he wanna have a baby, I be tellin' him, ""No""
You be beggin' him to stay, shit, I be ready to go
Bubble gum, chew, chew, eat me like Fruit Loops
Everything I do make the boys go cuckoo
Yeah, and I'm harder than a bitch
Uh, I'm on every nigga list

I'm the shit, I'm the shit, I'm the shit
I'm the shit, I'm the shit, I'm the shit, I'm the shit, uh
I'm the shit, I'm the shit, I'm the shit
I'm the shit, I'm the shit, I'm the shit, I'm the shit, uh
I'm the shit, I'm the shit, I'm the shit
I'm the shit, I'm the shit, I'm the shit, I'm the shit, uh
I'm the shit, I'm the shit, I'm the shit
I'm the shit, I'm the shit, I'm the shit, I'm the shit, uhEmbed",2023
Yves Tumor,8769443,Ebony Eye,https://genius.com/Yves-tumor-ebony-eye-lyrics,"14 ContributorsEbony Eye Lyrics
Swing your arms in the October air
Both she and I, I hold her by the hips
On Heaven's stairs, her eyes wanted a kiss
No cause for shame, beloved saint

Another night, a different time
There's no cause for shame
I'm paralyzed, a glowing life
Our beloved saint

Ebony eye
Swing your arms in the October air
Both you and I

A hole in Heaven, you're my dearest dove
We watch the flowers bloom in the housе of fools
These passing shadows in photographs of you
Your burning embracе, it's as warm as rain

I can't describe this glowing light
There's no other way
Than the pearly gates
I found my holy place
You might also like
Ebony eye
Swing your arms in the October air
Both she and I

I'm paralyzed
By some burning light
Ebony eye
Swing your arms
In the October air
Ebony eye
Swing your arms
In the October air
Ebony eyeEmbed",2023
That Mexican OT,9163942,Johnny Dang,https://genius.com/That-mexican-ot-paul-wall-and-drodi-johnny-dang-lyrics,"28 ContributorsJohnny Dang Lyrics
(Tobi, just do it)
Ayo, is that That Mexican OT?
That good dope got me looking just like Johnny Dang

Louis Vuitton umbrella when I walk through the rain
In the kitchen, whippin' chicken, countin' bread like Cane's
Good dope got a Mexican lookin' like Johnny Dang
Knee deep in muddy water, still carryin' my K
Right pocket got money, left pocket cocaine
Bulletproof white Cadillac, ridin' in a tank
I'm a Dirty Bay baby from Dirty Bay with a dirty K
Slide down your block, light it up with flames

Choppin' down the block while the 'Lac doing jumping jacks
Smoking on the 'Wood, yellin', ""Timber,"" like it's lumberjack
Suppressor on a MAC-10 soundin' like its bubblewrap
Throw the TV in the shower, I'ma give his ass a bubble bath
Yoppers and choppers, lil' bitch, I got a whole lot of that
With the steel, I'ma kill y'all, got 'em falling back
Got me feeling like a baby that's fiending, so where my bottle at?
I'm just rhymin' words, I don't even know how to rap
Every time that they see me, best believe that I'm flossed up
Got crossed up, dick in the dirt, then I bossed up
I be catchin' these plays, fuck around and get Mossed up
I be eatin' the booty like salad, get it tossed up
Pop trunk on a hater while we waving goodbye
I'm from Lonestar, sippin' lean with pecan pie
I don't play 'bout respect, for that, we gon' die
Time is money, so best believe I'ma be on time
You might also like
Louis Vuitton umbrella when I walk through the rain
In the kitchen, whippin' chicken, countin' bread like Cane's
Good dope got a Mexican lookin' like Johnny Dang
Knee deep in muddy water, still carryin' my K
Right pocket got money, left pocket cocaine
Bulletproof white Cadillac, ridin' in a tank
I'm a Dirty Bay baby from Dirty Bay with a dirty K
Slide down your block, light it up with flames

In the 'Lac, smoked out, long fours poked out
Keep P's in the drought, gettin' money down south
Feelin' like Johnny Dang, got diamonds in my chain
Hit your bitch in the guts with this big ol' thing
I got ice on my neck like it's swollen
And they cold than a bitch, yeah, these diamonds look frozen
Real players get chose, so you know that I be chosen
Got exotic in my pocket, grab a Slapwood and I roll it
I stay out the way, don't be all in the mix
Call me for sevens, don't call me for six
I ain't sellin' no grams, bitch, come buy a zip
See the streets gettin' dry, finna go and take a trip, let's dip (Ayy)
Hold up, wait a minute, if I get it, then I spend it
When I'm in it, can't pretend it, keep it tinted with my business
I'm relentless, leave no witness
I got two rent houses and them bitches gettin' rented
Bitch, I been a boss for a minute
Louis Vuitton umbrella when I walk through the rain
In the kitchen, whippin' chicken, countin' bread like Cane's
Good dope got a Mexican lookin' like Johnny Dang
Knee deep in muddy water, still carryin' my K
Right pocket got money, left pocket cocaine
Bulletproof white Cadillac, ridin' in a tank
I'm a Dirty Bay baby from Dirty Bay with a dirty K (Paul Wall, baby)
Slide down your block, light it up with flames (Paul Wall)

I got ice all over my body, lookin' like a snowman
Big rocks in the grill, dancin' like a slow jam
My chain so heavy, I'm walkin' like an old man
Try me, you gon' get tagged like a spray paint can
Smoking somethin' from Spokane, I'm gettin' throwed
It's gettin' cold, put on a coat, my ice froze
Riding fours, I'm poking out on nice toes
Drive slow, my trunk up and the lights glow
When I'm sittin' so low to the ground, I might scrape it
Nothin' fake, candy the paint, I might flake it
Riding down 288 and the top vacant
Thinking you gon' run up on me, then you mistaken
Getting baked, breakin' 'em off and leaving stains
I came through drippin' a puddle, you thought it rained
Everything flawless from the grills to the chain
I done spent lot of change, now I'm lookin' like Johnny Dang
Louis Vuitton umbrella when I walk through the rain
In the kitchen, whippin' chicken, countin' bread like Cane's
Good dope got a Mexican lookin' like Johnny Dang
Knee deep in muddy water, still carryin' my K
Right pocket got money, left pocket cocaine
Bulletproof white Cadillac, ridin' in a tank
I'm a Dirty Bay baby from Dirty Bay with a dirty K
Slide down your block, light it up with flamesEmbed",2023
Overmono,8738499,Good Lies,https://genius.com/Overmono-good-lies-lyrics,"8 ContributorsGood Lies LyricsNothing's ever gone
While I wait here for music to watch boys
And I'm not goin' home
I wanna feel you, I wanna feel you
Nothing's ever gone
While I wait here for music to watch boys
And I'm not goin' home
I wanna feel you, I wanna feel you
Nothing's ever gone
While I wait here for music to watch boys
And I'm not goin' home
I wanna feel you, I wanna feel you
Nothing's ever gone
While I wait here for music to watch boys
And I'm not goin' home
I wanna feel you, I wanna feel you
Nothing's ever gone
While I wait here for music to watch boys
And I'm not goin' home
I wanna feel you, I wanna feel you
Like we're all lonely, huh? 'Cause we're grown-ups, no?
You will makе sense real soon, it's all about what I feel likе
Like we're all lonely, huh? 'Cause we're grown-ups, no?
You will make sense real soon, it's all about what I feel like
You know I got safe spots
She broke his heart
You know I got safe spots
You feel it, you feel it when you
Tell me good lies, I know you got it in you
You will make sense real soon, it's all about what I feel like
You might also likeNothing's ever gone
While I wait here for music to watch boys
And I'm not goin' home
I wanna feel you, I wanna feel you
Nothing's ever gone
While I wait here for music to watch boys
And I'm not goin' home
I wanna feel you, I wanna feel you
Nothing's ever gone
While I wait here for music to watch boys
And I'm not goin' home
I wanna feel you, I wanna feel you
Nothing's ever gone
While I wait here for music to watch boys
And I'm not goin' home
I wanna feel you, I wanna feel you
Tell me good lies
Tell me good lies
Nothing's ever gone
While I wait here for music to watch boys
And I'm not goin' home
I wanna feel you, I wanna feel you
Nothing's ever gone
While I wait here for music to watch boys
And I'm not goin' home
I wanna feel you, I wanna feel you
Nothing's ever gone
While I wait here for music to watch boys
And I'm not goin' home
I wanna feel you, I wanna feel you
Nothing's ever gone
While I wait here for music to watch boys
And I'm not goin' home
I wanna feel you, I wanna feel you
Nothing's ever gone
While I wait here for music to watch boys
And I'm not goin' home
I wanna feel you, I wanna feel you
Nothing's ever gone
While I wait here for music to watch boys
And I'm not goin' home
I wanna feel you, I wanna feel you
Nothing's ever gone
While I wait here for music to watch boys
And I'm not goin' home
I wanna feel you, I wanna feel youEmbed",2023
Christine and the Queens,8895665,To be honest,https://genius.com/Christine-and-the-queens-to-be-honest-lyrics,"14 ContributorsTo be honest Lyrics
I get lost in my thoughts
And for hours of time
And it's making me feel
Like I am not alone anymore
To be honest (To be honest)
I am trying to love
But I'm afraid to kill
And I never know when
When to search or stay still
So I fly
To be honest with you

Broken and yet tender
Always in, always out
Heading to the water
Drowning in what it can hide, hide
Kind of always cautious
Don't you, don't you break my heart
Feeling kind of loveless
Yet always ready to try

And I've been through so much
That sometimes it feels far
It is like a movie
Played by another star
She's a stranger
To bе honest (To be honest)
Now I'm sitting alonе
And I'm trying to listen
To the stories that could
Make mine a little softer and fine
To be honest
You might also like
Broken and yet tender
(Douce et abîmé)
Always in and always out
(Toujours à côté)
Heading to the water
(Dans l'eau s'enfoncer)
Drowning in what it can hide
(Ne rien y trouver)
Kind of always cautious
(Toujours protégé)
Don't you, don't you break my heart
(Y a rien à casser)
Feeling kind of loveless
(J'ai rien à donner)
Yet always ready to try
(J'ai tout à donner)

Away, away, away
Away, away, away
Away, away, away
Away, away, away1Embed",2023
Slowdive,9237059,​​​kisses,https://genius.com/Slowdive-kisses-lyrics,"15 ContributorsTranslationsPolskiPortuguês​​​kisses Lyrics
Tell me, ""You're the best thing""
I tell you, ""That's what you need""
Rolling on those good looks
Maybe it's just enough
I know you dream of snowfields
Floating high above the trees
Living for the new thing
Sometimes the new won't do

Kisses
Born desert sun
Kisses
Born desert sun
Kisses
Born desert sun

Maybe there's a car there
Driving away from here
Taking all the ghosts, the hurt
Well, everything starts anew
Tell mе what you need, what's right
Whatever is just enough
Is living with thе truth, a start
Maybe it's just enough
See Slowdive LiveGet tickets as low as $67You might also like
Kisses
Born desert sun
Kisses
Born desert sun
Kisses
Born desert sun


Kisses
Born desert sun
Kisses
Born desert sun
Kisses
Born desert sun
Kisses
Born desert sunEmbed",2023
Niontay,8994157,THANK ALLAH,https://genius.com/Niontay-thank-allah-lyrics,"9 ContributorsTHANK ALLAH Lyrics
Get a bag n go home, nigga, it's the playoffs
Took a nigga shit, took his work, ain’t no days off
Quit all that complaining to the official, nigga, play ball
Ain't no way we got the same God 'cause he made us all, nigga cap
You up that fye, it ain’t no takin back
I been missing paper day by day before I make a rap, write a bar
Ain't pull no caper, you ain't tendin scars
2021 my baba still outchea pitchin hard
Play your hand, all the cards you was dealt, fam
Spread a band, good heart but I can't help nothin
Burn a bridge, I ain't trippin, we used to the deep end
Lurkin, fishin, you ain't hear me slither 'cause I'm creep wit it
Little daddy, I got demons like you
Difference is mines gang, mines squad, mines cool
You not from the fabric
Cut soles, ten toes
Bitches actin’ like they niggas, niggas actin’ like they hoes
And we just steady havin our way entertainment
Yeah I got a lil jwet, take some bread for me, explain it
Nigga dick suckin on the web 'cause they can’t hang here
Sir I don't know nothin, I'm a rapper, I just paint pictures
We don't take nothin, raps are written cuz we made a living
Lil nigga, talm bout you gon drill somethin
I’m just out the way, smokin jelly caught a real one
Might pop a lil 10, don't tell ma I'm tryna feel somethin
Hands a lil dirty, countin money but I'm still your-
Yeah, I'm still your baby
Margielas is cool but I need GLE 450 'Cedes
Find a lil juug and abuse it, gettin busy lately
I be with my twin, me n MIKE we round the city lately
Wish a nigga would, we gon free him from the simulation
Granny keep me close to God, I don't acknowledge Satan
Had to take my time with the work, 'cause I know they waitin on a nigga
You blew your bag on the brokest bitches
Bitches they just like attention, geeked but they don't know the difference
Hoe a nigga, DDT off the top rope a nigga
'fore I let him play with my bag, boy that's so offensive
Go n get it, you on yo ass, you still woke with it?
Preacher man and a dope boy, it ain't no difference
Nigga pimpin hoes ain't too far off from politicians
I'm a soldier like my mama, she gave me pot to piss in
Ain't nobody's on that topic, but they forgot to mention
Baby I could give a fuck and my patna no different
Irish goodbye, had to fly to the paper, I'm committed
Catch a play, go home smoke a J and be back in a minute
Nigga be relatin to the game 'cause we actually in it
Broad day gettin neck inside the Honda, ain't even need more tendin
All lil bro know is the trap, lil nigga's a tenant
Take yo head off for the Cuban, can die with the pendant
Baby I'm a millionaire already, it's really just pendin
Young nigga, buy it all cash 'fore I go out and rent it
And you gon tweet about them niggas right before you go out and spin it
You ain't seen a 8-ball, tryna rap like you fuckin get it
You might also like
Big za smoke in the air like balled fists when we slide
Wake up, plot on gwala and thank Allah I'm alive
Wake up, plot on gwala and thank Allah I'm alive
Today we goin hunnid 'cause tomorrow ain't even promised
Big za smoke in the air like balled fists when we slide
Wake up, plot on gwala and thank Allah I'm alive
Wake up, plot on gwala and thank Allah I'm alive
Today we goin hunnid 'cause tomorrow ain't even promised
Big za smoke in the air like balled fists when we slide
Wake up, plot on gwala and thank Allah I'm alive
Wake up, plot on gwala and thank Allah I'm alive
For all my niggas slain we gon keep ya name alive
Big za smoke in the air like balled fists when we slide
Wake up, plot on gwala and thank Allah I'm alive
Wake up, plot on gwala and thank Allah I'm alive
For all my niggas slain we gon keep ya name aliveEmbed",2023
Greg Mendez,8974885,Maria,https://genius.com/Greg-mendez-maria-lyrics,"5 ContributorsMaria Lyrics
Everytime you say you wanna know me I get anxious
'Cause I would probably tell you about some dumb shit
You wanna hear this story about the time we got arrested at a crack den?
My auntie let us in her name was Mendez, no relation
Krys and I jumped out the bathroom window when they came in
Krys and I came crashing out the window
But they were waiting
Earlier that day we were both clean

But then somebody said

""Come back to me because it's еasy
Come back to me, I'll make you happy
Comе back to me and I will make it easy
Come back to me because I'm wrong""You might also likeEmbed",2023
Lonnie Holley,8840364,None Of Us Have But A Little While,https://genius.com/Lonnie-holley-none-of-us-have-but-a-little-while-lyrics,"6 ContributorsNone Of Us Have But A Little While LyricsNone of us have
None of us have
None of us have but a little while
None of us have
None of us have
None of us have
None of us have but a little while
Throughout our years of working
Throughout all our years
We all been struggling
To get somewhere
But hear what I want to tell you oh
We all don't have but a little while
But a little while
To get somewhere
We all struggle
Along the way
The definition of gone
The definition of gone
Of when we look around for our friends
And they're not here (?) of us
You might also likeNone of us have
None of us have
None of us have but a little while
A little while
None of us have but a little while
None of us have but a little while
None of us have but a little while
For us to be goneEmbed",2023
​Jane Remover,9450256,Census Designated,https://genius.com/Jane-remover-census-designated-lyrics,"40 ContributorsCensus Designated Lyrics
I can't afford to have you turn your back, not now
You stroke my cheek and tell me, ""Not yet,"" like you always have
And all the luck I had never went that far
And I get sick thinking of how much I hate you for making it out
I laid down with a cold hand rolling down your back
You always have
You keep your promise to remember, without me
(Bite)

And I bet she's so lucky to have a voice like that
I'm young blood, fresh meat, and I like that
Can't help but think the man I love the most is lying to me
He's calling, crying, said, ""Don't ever come to NYC,""
""Without me""
Without me?

Sick of religion, throwing elbows at the Marriott
You'rе at your buddy's house and you can find me back at the pad
Stain on your top's gotta bе older than a week by now
I know your mission, paying extra for a carry-on
You'll try to buy me out, you told me this was all that I had
High in the lobby, looking crazy at the juice on her gown
She's all out of cash
You might also like
And I bet she's so lucky to have a voice like that
I'm on my showbiz, everyday nonsense
Can't help but think the man I love the most is lying to me
He's calling, crying, said ""You're ending up like all of your friends,""
""Without me""
Without me?

Earn him money like a man
Nails in my back remind me where I am
I'm in your phone, moaning like a cat
Your mother turns her back on me 'cause that's just who I am
You fucked me over
Sweet honey from the stand
Looking down from the mezzanine, he tastes me when he can
And I like that
Earn 'em money like a man
""I'm barely legal,"" told him as I spent all my advance
""You fucked me""

And I bet she's so lucky to have a voice like that
I'm young blood, fresh meat, and I like that
Can't help but think the man I love the most is lying to me
He's calling, crying, said, ""Don't ever come to NYC""
And I bet she's so lucky to have a voice like that
Without me?
I'm on my showbiz, everyday nonsense
Can't help but think the man I love the most is lying to me
Without me?
He's calling, crying, said ""You're ending up like all of your friends,""
(Explosive) ""Without me""
Without me?
(Pinned to the wall, all I could ever imagine was you)
(Wiping me down like a trophy)
(Something I could earn)

The way it ends, you hold me like fifty thousand bills in your hand
Like I'm the princess of Ocean City
No convincing that you'll remember the poison in my mouth
Once you're in me, fifty thousand bills in your hand
Like, I'm the princess of Ocean City
No convincing that you'll remember
The poison in my mouth wants you in me

(Explosive)
(Like a hydrogen bomb)
(A blimp soaring across the United States)
(And it can't find me)
(Rotting in the middle of Oregon)
(A decomposing dream)
(Explosive)
(A decomposing dream)
(Explosive)
(A decomposing dream)
(Explosive)2Embed",2023
